external_gene_name,log2FoldChange,padj,baseMean
ERICH5,2.463842971,0.005249278,25.06469064
PLPP6,-1.65604828,0.005249278,491.21213
ATP5PDP2,4.454110872,0.005249278,4.569791472
CCDC184,-3.011750631,0.005249278,88.29241146
,3.424430164,0.005279075,12.44000193
,2.000063347,0.005281282,75.37091512
TBC1D12,-1.928041929,0.005292952,1284.7202
,2.828001913,0.005294751,62.24720616
LINC01833,3.791581571,0.00531352,57.86757029
OR2G6,4.500177813,0.005314272,8.799782301
,5.195168533,0.005314272,3.318672878
CD9,-1.727474474,0.005315329,9097.119299
LINC02941,4.794793251,0.005318403,5.677771113
,3.694049276,0.005318984,9.138910274
PADI2,3.263843166,0.005319399,6123.431394
RNU6ATAC14P,-3.735501722,0.005319399,8.899737011
USP32P2,3.9526962,0.005319399,14.00112797
NAPA,-1.547326328,0.005319399,4898.469307
RANBP20P,3.826160963,0.005326203,15.12090716
FLT3,-3.41207808,0.00532731,127.6033401
SNRPEP11,3.2491391,0.005333601,25.75049751
DBP,-2.285258279,0.005336449,1755.012204
CFAP58-DT,2.420328126,0.005339132,30.94738962
PARK7P1,1.495397496,0.005347686,100.4626478
FTH1P19,4.655701096,0.005379241,12.59922759
ARHGDIA,-1.300136134,0.005379241,9761.075795
,4.41490636,0.00538573,35.76351384
,2.748925194,0.005386203,38.05038778
,6.530565382,0.005386203,8.252754867
SLC5A2,-1.816392503,0.005386203,37.83562873
IGFL2-AS1,4.821646725,0.005386203,100.782417
FSTL3,-1.437147428,0.005386203,1921.520981
LASP1,-2.324714873,0.005392038,16654.78665
DHCR24,-2.430339678,0.005398323,24384.7214
,2.851936626,0.005398323,17.86765123
,8.627481574,0.005398323,35.24666822
NA,1.732823095,0.005401934,28.22719417
PLCH1-AS2,5.378036534,0.005402506,5.673340817
OR7E115P,5.001111434,0.005402506,2.839850116
,-2.71620477,0.005402506,12.2374586
CISH,-2.390756514,0.005403961,3382.956684
TRDMT1,1.613047188,0.00540748,433.168027
TMEM254-AS1,1.402410196,0.005409463,479.5698173
RBM15-AS1,1.938326105,0.005416182,43.84033602
,5.049283783,0.005416182,6.697156532
IFT70A,-2.202265602,0.005416182,462.972992
,-3.690628497,0.005416182,40.89055439
DPP7,-1.459149574,0.005416182,18124.81099
KLHDC7B-DT,2.558729865,0.005416182,16.46645949
SNORA11,-2.648621441,0.005432818,15.12591887
RTN4RL1-AS1,-3.252037108,0.005457836,55.44341154
FUT1,-1.982559715,0.005457836,344.6285047
NA,4.823366196,0.005469308,3.920602522
THPO,-2.69519323,0.005469308,167.4380729
,-4.739370751,0.005474924,10.46097715
,1.873721221,0.0054852,59.90448744
SAP30-DT,2.015032375,0.0054852,156.1950145
REPS2,-2.861619659,0.0054852,1279.952612
,6.059514944,0.0054852,13.36988342
,2.26496893,0.0054852,11.8206413
ZMYND11,-1.233730662,0.005548591,3744.463027
RSPO2,5.928384151,0.005563765,5.435806354
DENND1A,-1.589374383,0.005579768,2326.62159
CIAPIN1P,-2.03050378,0.005580261,54.21868688
TTN,3.029913732,0.005584016,3098.38567
,4.683334085,0.005584585,78.30079518
,3.153006135,0.005584585,46.73647262
RBPJL,4.545040142,0.005584585,65.84613842
ATP4A,3.682084856,0.005584585,24.34338825
MVP,-1.523838953,0.005587772,14805.0274
MIR4450,4.471261267,0.00558926,8.969461893
TMEM78,2.673047912,0.005590986,16.07940559
H2BC4,-3.036780724,0.005604269,345.6714268
DUBR,-1.68331544,0.005622242,494.1239907
SLC16A10,3.673437398,0.005624588,327.7573572
MFAP3,-1.34040971,0.005637971,991.5348365
SLC46A1,-1.669343943,0.005639301,516.6432585
F11-AS1,7.952742395,0.005647656,33.01581565
COLCA1,3.215652335,0.005647656,304.6204015
UBL4B,3.435283679,0.005651711,24.1094822
SPAAR,3.326725724,0.005651711,277.8840648
NUMA1,-1.951487342,0.005651711,54212.74444
HTR3B,4.714255017,0.005651711,11.94512941
,2.297600482,0.005651711,15.38598651
LYN,2.301195305,0.005658996,1502.770646
OLFM1,-2.519802459,0.005667087,761.8028092
GHRHR,4.597572763,0.005676225,4.892144236
PIGQ,-1.282291252,0.005688538,10941.34164
PDC-AS1,2.323842193,0.005692567,246.8288612
,2.84175404,0.005704948,24.49788494
VIPR1-AS1,-1.539140137,0.005704948,179.2252753
NATD1,-1.51529174,0.00572124,1180.736695
VDAC1P4,2.208797254,0.005724116,16.70289719
,1.797312843,0.005729762,154.3553471
MIR181A1HG,3.536634949,0.005732036,55.13673614
Y_RNA,5.044342309,0.005732036,2.904352373
,-2.201481168,0.005740053,70.24851624
NME3,-1.116953699,0.005755626,6308.793167
LINC03044,2.95044865,0.005766205,48.52498907
MAP4K1-AS1,4.051000143,0.005773251,14.91949512
RGS6,3.861405204,0.005797875,245.2927476
CDH12,3.702352507,0.005797897,38.33849864
,-1.829887884,0.005797897,226.8139405
HRH3,4.083655989,0.005801526,26.26324491
FXYD7,3.046426303,0.00583224,65.19271327
CCSAP,1.563840256,0.005844283,944.4197363
LRRC8A,-1.216878144,0.005844283,4221.244111
FBXW10,2.402312452,0.005844283,40.76151005
NA,3.192338695,0.005845657,87.12691026
LINC01694,2.928027102,0.005851973,21.39897386
STAC2,3.887976311,0.005859078,7552.329118
ZNF628,-1.347990829,0.005859078,1459.01638
EXD3,-1.900947158,0.005860598,7160.793575
BLZF2P,2.734552718,0.005860598,20.23221201
ARHGEF40,-1.38140754,0.005862558,3598.993159
,2.586291203,0.005867384,20.40731767
NPDC1,-1.895306033,0.00586857,13121.24638
Y_RNA,2.529847918,0.005886063,20.82016743
SERPINB7,4.643266423,0.005909401,47.72041595
RAB3D,-1.980536012,0.005921523,2203.089482
COG1,-1.160147642,0.005924901,2132.041333
,3.378205825,0.005929999,7.43712103
,1.604212978,0.005929999,46.79006795
,1.969853507,0.005940991,46.28884903
MIR4480,2.626060795,0.005946322,8.82091916
HELT,4.343401649,0.005959685,7.696958656
,-1.459979886,0.005959685,150.0472915
,2.536395892,0.005960646,85.52350563
GSCAR,5.140269414,0.005983243,7.178520388
RPL31P50,3.787850159,0.00598808,6.960600603
NDUFAF4,1.572845162,0.006016433,362.3146287
TCEAL3,-2.037588633,0.006016433,1991.056036
,3.599018205,0.006016433,26.88302164
,2.978173549,0.006016433,61.22978164
,1.711064168,0.006016433,81.40634279
MAP3K21,2.51606884,0.006027562,588.3971146
SORD2P,-2.477673936,0.006044687,138.2819694
,-1.280871471,0.006047221,368.397945
SLC25A15,-1.510800815,0.006054007,603.086398
,3.389932075,0.006075681,41.33764326
IQSEC2,-2.548807827,0.006077653,3870.01692
LINC02468,4.847325952,0.006078914,5.925003972
WBP2NL,1.601836876,0.006098082,246.9965874
ZCWPW1,1.731665567,0.006098783,369.1854505
,2.294931939,0.006101079,15.19413018
MTND4P11,2.895787206,0.006106951,14.20461272
RPL21P69,3.427819535,0.006106951,10.0997425
,2.309478827,0.006106951,20.36118492
LINC01913,4.847741915,0.006127504,3.87929366
,2.158881463,0.006132211,78.02091603
ATCAY,3.993554891,0.006133631,18.52200802
NA,3.239843206,0.006141391,36.19658145
NHSL1,1.857047067,0.00614217,789.0866113
RBMS2P1,1.879885318,0.00614217,25.86243936
DUT-AS1,1.048742548,0.00614217,63.47644419
,1.923154503,0.00614217,14.93819836
,-1.597801463,0.00614509,832.2364224
FBXO36,-1.849362625,0.006148115,350.6239861
JADRR,6.392117449,0.006148115,7.432631635
MIR1183,2.578502937,0.006151444,6.855200257
CDIPT,-1.422319669,0.006153711,7521.531657
OR13C7,5.992719667,0.006158804,5.713990666
YBX1P4,2.178390697,0.006161845,68.48811604
RAB17,-2.364728033,0.006168646,3325.001126
,3.707077471,0.006178836,18.83840138
RC3H1-IT1,1.903962649,0.006194292,67.35945596
UPF3AP3,1.942274391,0.006209132,224.8924573
ZIM2,3.425956964,0.006209132,47.24549254
,-2.988004506,0.006215096,21.2085369
RRS1-DT,2.266508803,0.006220789,49.97554047
HNRNPH1P1,2.124511764,0.006250837,62.61826888
CREB3,-1.390132034,0.006272915,2170.427389
LRP10,-1.922666316,0.006290105,16977.6894
,-3.898771557,0.006290105,19.38075729
CCDC81,1.360140662,0.006291458,53.95666987
ZP1,3.234383833,0.006294139,106.7810873
NACC1,-1.561355362,0.006295808,7970.338
RTN1,-3.278679307,0.006297497,1357.148077
COL4A4,2.765144198,0.006300783,194.419041
TLX3,9.72893575,0.006300783,75.59911164
XRCC2,2.567140835,0.006300783,1564.454762
GABRE,2.662597813,0.006300783,1245.944988
SALL2,-2.959372276,0.006300783,939.1426549
GHDC,-1.820879262,0.006300783,3987.083205
,2.961019128,0.006300783,25.82365372
LINC01621,4.446588288,0.006302953,4.558298791
Y_RNA,5.000737906,0.006312477,4.396575743
G6PC3,-1.748503244,0.006312477,4294.155272
DHRS7,-1.761495282,0.006333659,1759.907834
DPH5-DT,1.66885718,0.006348438,351.1910498
TMCC2-AS1,4.915873203,0.006360704,6.148833204
SLC35F4-AS1,2.818561193,0.006360704,16.71498925
,2.787333134,0.00636425,57.46014714
LINC01088,1.801258061,0.006374182,48.54540262
MCOLN2,2.58427152,0.006378936,299.472022
,1.665550255,0.006378936,296.5229331
UNC5A,-3.405226426,0.006405496,469.4792647
OGFOD2,-1.660543072,0.006410822,74.02356982
C12orf71BP,1.743585396,0.00641158,81.07800367
GLDC,3.176033343,0.006411783,230.6346792
RCBTB1,-1.335252605,0.006427309,1127.087034
RNU6-1321P,2.099093998,0.006429389,19.6891078
,2.551102274,0.006430855,55.02436339
TMEM268,-1.594579939,0.006437898,2578.194097
,2.260542088,0.006437898,38.37671613
OSBPL3,2.119279205,0.006453298,1552.769011
DHRSX-IT1,1.837414567,0.006461827,39.43453701
FANCD2OS,2.798416558,0.006466932,11.72701325
ZNF695,3.785030694,0.006469833,106.5437793
IQCH,-1.734623253,0.006469833,190.7474574
PER1,-1.834554485,0.006469833,6457.378313
CCDC9,-1.091633999,0.006469833,4326.085677
,3.523873716,0.006470762,8.876509805
GNRH1,2.153163506,0.006472903,225.832224
,2.019389454,0.006481429,34.49912197
NUCB1,-1.39010838,0.006481429,19356.9345
ATP6V0E1P3,4.838987706,0.006492014,3.936517986
LINC02515,3.483242549,0.006492014,22.54462388
PART1,3.570832566,0.006492014,468.3359784
PCDH8,3.897564914,0.006492014,74.47343699
FGD5-AS1,-1.367493263,0.006498408,4937.206202
,3.634107047,0.006507706,16.78744452
DNAJC2,1.106440043,0.006514169,2535.809486
ZBTB32,2.742821452,0.006528541,308.4448522
SCN1B,-2.089679376,0.006532383,782.2268255
OVCH1-AS1,-1.609013123,0.006565961,87.53036133
RPL7AP47,3.10621902,0.006572576,24.34547186
SLC6A7,2.616873111,0.006575772,28.91265317
LINC02269,5.270157318,0.006583776,11.16823195
,2.383724414,0.006600101,37.30324614
,2.35206102,0.006605495,48.83352442
RNU2-28P,3.222240722,0.006609993,33.56434847
LINC01549,5.04928242,0.006637239,2.921650918
MAP3K20-AS1,2.336636072,0.006638449,80.09909382
KRT8P35,-2.917794008,0.006638449,9.133914964
,1.729975131,0.006638449,24.35509578
RN7SL351P,2.657373614,0.006638449,15.73231815
KRT89P,-3.268841759,0.006638449,26.93645233
,5.221979107,0.006642057,28.6440144
FTMT,6.273066798,0.006654797,6.906637952
RPL32P6,2.356050255,0.006675011,35.71532167
MCF2L2P1,3.237084736,0.006675011,19.81701555
,4.201729262,0.006675011,11.20671893
,2.985468802,0.006675011,80.33696349
,3.51059345,0.006691837,33.19522923
,3.492863538,0.006691837,5.68127282
,3.108612689,0.006691837,127.8491426
TECPR2,-1.310906711,0.006693728,2089.290042
MEGF9,-2.037925617,0.006695552,2683.02083
PCNPP1,1.342017023,0.006695552,38.87310005
PPM1F-AS1,1.357864372,0.006700548,731.9165492
,3.010582243,0.00670718,42.50248286
,-4.241305702,0.006730606,7.905461096
,6.414941082,0.006737184,11.41682933
SLC22A23,-1.78308226,0.006769683,2019.179638
MFAP1P1,2.169828887,0.006769683,116.4622497
RASGRP3,2.05928193,0.006781931,766.2248122
GJB7,2.956381048,0.006781931,15.01687432
,2.412124357,0.006781931,25.4662943
INF2,-1.037218001,0.006781931,13384.38288
ZFYVE28,-2.036717055,0.006783204,2115.234277
CHAT,4.979345766,0.006783204,6.348893259
,2.874892693,0.006783204,40.26136609
MGAT2,-1.794685001,0.006783204,32.57658513
FCN3,1.735440261,0.006786872,93.17389067
SSTR1,-3.6124853,0.006788776,34.67224745
DPRXP4,1.67258216,0.00684642,134.3598712
TSKS,2.723488547,0.00684642,23.89353045
EIF1P6,2.284446769,0.00684642,26.91804566
B3GALNT1P1,1.694300744,0.006850623,56.31817968
MIR4539,6.130827491,0.006855722,6.270772886
SLC2A8,-1.365119773,0.00691458,1268.510299
RASD2,2.365209831,0.006934259,1731.739851
DMRT1,4.56523755,0.006935364,8.884226272
IGLV1-41,3.402326838,0.006935364,23.88405461
CRNKL1,-1.044359774,0.006936666,1984.627939
SYNGR2,-1.754581126,0.00693751,11617.16043
H1-2,-2.34958775,0.006941569,1468.120237
RPS14P4,2.347735207,0.006944874,74.94923502
PDZD8,-1.837273485,0.006944874,1087.596037
CEBPB-AS1,1.527218609,0.006959927,85.57768727
,1.656912622,0.006960358,141.257548
ITGA3,-2.349426682,0.006970674,10541.47979
,3.936139618,0.006973772,4.506857225
MIR6772,2.785859905,0.006980283,32.75943209
OR7E62P,4.861020792,0.007004767,11.51677068
,1.750004759,0.007004767,52.65440348
,1.430857483,0.007006632,60.59333576
,-2.074475721,0.007006632,61.89311392
CYB561,-1.416968592,0.007015429,8829.287515
,3.218423742,0.007018653,27.89296002
RN7SL178P,4.412511504,0.007025684,6.162657753
KRT2,4.801409952,0.007025684,2.533775943
,2.15380543,0.007028793,24.29872988
ATAD5,1.461736534,0.007028793,1842.633976
ARHGAP35,-1.601982637,0.007029439,8984.281194
MAPK9,-1.557264169,0.007035709,2421.46117
RPL4P6,1.925564167,0.007051077,26.3527703
TMC4,-1.622254438,0.007061616,10356.28278
ADAMDEC1,2.940938166,0.007069542,123.2030648
PGM5,-2.398657571,0.007069542,277.8083895
GNA12,-1.55916261,0.007087398,4683.621485
NELFB,-1.339981761,0.007087398,6494.727214
LINC02280,2.06140015,0.007087398,26.11857384
,1.682061801,0.007087398,50.96309127
,2.309202422,0.007087398,64.18679491
MIR4534,3.496295014,0.007087398,11.1401678
NA,2.663508011,0.007092325,12.0310583
Y_RNA,-3.123555849,0.007092325,6.785852939
,-1.267128204,0.007093337,319.1215496
,1.860105322,0.007104164,170.5070147
CLEC7A,2.267976561,0.007113596,361.9146889
,1.878298392,0.007138878,59.92597619
FZD5,-1.510484938,0.007147604,230.4508845
GPRC5C,-2.370632198,0.007147604,3557.237551
ERBB3,-1.3598562,0.007161006,16903.23247
RPL21P94,3.700854006,0.007182044,14.96484026
CDC7,1.71248069,0.007182578,456.592522
BECN1,-1.487531986,0.007182578,1634.549174
,1.991467757,0.007185295,32.08823767
TMBIM7P,3.963885396,0.007192789,15.40325426
MAD2L1P1,1.642521104,0.007193992,32.41543539
ANKRD9,-1.819401636,0.007193992,3357.371479
CASC11,2.10762234,0.007197361,14.61871221
LINC03016,2.618695893,0.007202299,23.47114678
MGLL,-2.092164277,0.007217904,4689.248729
WWP1,-1.679734147,0.007217904,3795.054116
BET1L,-1.554105198,0.007217904,4201.274521
PERPP2,-2.023792478,0.007217904,38.09588685
OLIG1,4.343565646,0.007217904,23.74429868
RAD51AP2,2.567819999,0.007223558,23.52338169
RPL21P7,4.136871479,0.007223558,13.57794838
PSMF1,-1.358851469,0.007223558,5398.407299
RASSF7,-2.035326779,0.007243377,13322.69195
ARL3,-1.589298809,0.007243377,974.9297482
BCAR1,-1.43456735,0.007243377,9633.970771
,4.786182808,0.007243377,2.416985622
TRMT112P8,2.971501958,0.007243377,25.05352729
SOX6,2.662912824,0.007263523,571.4161002
TRIDDENT,-2.230808082,0.007263523,48.03886897
,4.158197405,0.007263523,8.697269813
MYLK4,2.749465431,0.007296687,230.6315781
CCDC149,-1.442071995,0.007332774,1942.442639
PLAC8,3.042050784,0.007342301,133.6445847
RNU6-806P,4.573054517,0.007372603,10.94615215
TOB2P1,-1.588657007,0.007372603,121.6333749
ATP6V0D1-DT,1.731972035,0.007408108,891.2501576
,2.236483091,0.007408108,24.53130547
GRM4,-2.775033783,0.007408322,199.8493496
,2.248882796,0.007409729,28.14131976
LINC00163,4.911549877,0.007409729,20.02569525
COX6B1P6,4.609035309,0.007410041,13.85862485
,-1.631800291,0.007410041,224.077381
JMJD7-PLA2G4B,-1.427785442,0.007437839,933.5693676
SPTBN4,-2.34330446,0.007437839,866.1034503
HNRNPA1P66,3.411615405,0.007462286,19.28286416
EPHB6,2.193160269,0.007464273,1024.680924
MS4A14,-3.213598674,0.007473284,835.1005878
RARRES1,2.853473516,0.007480365,1087.165395
SCHLAP1,8.139085489,0.007514055,37.57806249
REEP6,-3.377246048,0.00751892,3756.56486
EEF1DP7,2.049818309,0.00752431,34.88251772
PRSS3,2.82065606,0.007534965,17.1199973
ICMT,-1.251069843,0.007542754,2889.11934
ELAPOR1,-2.793913244,0.007542754,30843.40534
MAGED1,-1.557670071,0.007543436,9231.845647
,-5.32936207,0.007566683,140.9723449
CA1,2.588958207,0.007569658,48.6962036
NA,4.038088432,0.007575791,11.78375426
POFUT2,-1.039646352,0.007592018,3764.85044
TP53BP2,1.724691713,0.00759548,2904.586109
CLPTM1,-1.166162523,0.007617266,10684.22104
CRYL1,-2.043312987,0.00764547,686.6610569
KIRREL3-AS2,5.983946029,0.007651046,5.682602327
TTC8,-1.605263266,0.007658427,1151.342438
MIR4451,3.077038867,0.007660799,18.5101619
MTBP,2.040638335,0.007670479,598.8315874
EMC3,-1.093872084,0.007686677,1775.095136
AATK,-2.639545515,0.007686677,4027.444289
,4.79481405,0.007690784,7.724619249
,5.493332286,0.007697451,3.969459855
ARPC1B,1.161520614,0.007697451,394.2505823
SNX6P1,4.121074521,0.007697451,15.50730433
NEK5,-1.86011168,0.007705425,465.5390683
TMC3,-3.879498973,0.007705619,201.033189
GALNT6,-3.13841041,0.007707266,23165.83515
DOC2GP,2.348418778,0.007719129,123.6824364
TMC1,1.932235727,0.007729298,25.04200238
LINC01857,3.909183647,0.007743134,58.97602361
,3.835110603,0.007747782,7.059975818
NA,4.853199493,0.007800814,2.574758073
H2AC13,-3.764237519,0.007813024,21.58695495
CHCHD3P1,-5.773411753,0.007813024,10.86949863
,3.04111704,0.007836447,16.42949444
DUXAP9,3.253813282,0.007836447,108.2414871
RNF7P1,3.835448158,0.00783903,31.10658209
,4.507669901,0.007843809,6.524628126
,1.55130988,0.007843809,22.0265865
USP17L2,3.710528778,0.007849293,10.35252885
,4.355631047,0.007849293,6.618769244
SLC16A6,-2.575118734,0.007860526,542.745602
,5.335009473,0.007882172,21.38333963
ZNF529,1.040012004,0.007883727,1166.564678
RASGEF1B,1.78201512,0.007886167,539.4135148
SEC14L2,-2.877588544,0.007899322,4172.720585
SNRPCP19,2.673627266,0.007909131,16.07658143
BLVRA,-1.942504885,0.007909131,1949.905911
LINC02812,3.630621006,0.007915099,20.05288545
LINC02918,1.594476047,0.007917289,208.1144831
SOX30,2.136256296,0.007932049,13.54493278
LINC00184,2.399755674,0.007942193,20.81878219
LINC01703,2.3991829,0.007942193,120.4961478
SCRG1,2.388103565,0.00795398,153.5883202
TMEM9B,-1.744979609,0.00795398,1837.64501
MAB21L1,-2.325559934,0.007973436,21.33802042
PCA3,3.625719142,0.007975473,74.16316812
,4.040469574,0.007979014,7.828331641
,5.418629807,0.007993329,8.653860104
,7.943389249,0.007993329,49.02908398
,1.464949879,0.007993329,115.8856356
,6.029549796,0.007993329,5.768839563
ASIP,3.520902048,0.008004412,54.24423279
MTND5P11,2.340672568,0.008008747,1205.142917
RN7SKP30,1.728469717,0.008017281,21.45901918
SFT2D2,1.67067524,0.008019764,4755.35629
MT-ND6,1.79349942,0.008025578,150568.4129
HTR6,3.108113779,0.008028318,105.5396379
DYNLT4,-1.704458342,0.008075473,56.40900709
,4.737944929,0.008084025,5.488605849
MOAP1,-1.955211224,0.008086522,1490.986142
CSE1L-DT,2.718649554,0.00808719,6.688026692
MAST4-AS1,-2.504393014,0.008092402,22.91826669
TNFRSF25,1.117147822,0.008094769,3626.769313
SELENOP,-2.066297293,0.008094769,710.3854363
LINC01754,4.901212316,0.008095675,6.124704311
DARS1-AS1,1.728313173,0.008103787,85.87010919
,1.818764022,0.008148692,15.62319255
IGLV9-49,2.658129355,0.008148692,35.3907348
NPM1P10,4.692511372,0.008180121,2.313936127
AVPI1,-1.904863355,0.008199,691.7027745
,2.119468012,0.008204646,106.8511712
FADD,-2.088137296,0.008205442,383.5704877
YWHAZP4,2.246268566,0.008210557,52.52841605
HSPA5,-1.664774493,0.008214842,23079.32884
LINC01395,5.535067261,0.008227163,22.32529837
,-4.898322266,0.008227163,6.489104976
NEPRO-AS1,1.280098895,0.008237835,71.82268843
,2.804827042,0.008242705,43.72239046
ARHGEF10,1.573624034,0.008251245,556.8984511
MSL3,1.131350925,0.008256585,1615.639032
KITLG,-3.205037815,0.008256693,1704.279199
TMEM71,2.81208981,0.008260865,109.2295399
LINC02570,4.431487902,0.008276669,18.06093044
ABCC11,-4.116409464,0.008277609,3504.715179
SMPX,7.192344582,0.008287123,54.00775311
FANCA,2.091094604,0.008287661,1787.061019
,2.782037488,0.008299238,14.71095725
FBXW4,-1.298643998,0.008316353,5898.421135
AMFR,-1.896271644,0.008316353,5746.082506
TMED7,-1.66637178,0.008342514,2611.702114
FAAH,-1.721490761,0.008358714,5511.745558
RXFP4,3.539050722,0.008358714,11.080013
RN7SL118P,1.980846003,0.008358714,65.53331436
,3.134098826,0.008358714,23.87401643
KMO,2.576431602,0.008359137,205.7156604
FAM110C,-2.280406963,0.00835937,638.1442191
CDIN1,1.649569876,0.00835937,410.0375448
ZNF66,1.825186412,0.00835937,1398.56122
,2.628871834,0.008370736,10.57122374
SOCS6P1,3.542417288,0.008374067,10.27184074
LMAN2L,-1.550287989,0.008387858,1291.366176
DNAJC18,-1.831660402,0.008389078,506.7067327
RPS2P29,1.977466346,0.008389078,324.8439619
,-3.558637344,0.008389078,25.82631945
RPL9P7,2.140560621,0.008389078,20.9507867
PI3,3.518439245,0.008393909,80.51119157
RBL1,1.601606236,0.008393909,833.6552869
CNTNAP2,-3.957988449,0.008411991,814.8426769
KCNMB2,2.575687721,0.008412165,11.83444915
LDHB,2.950356795,0.008420315,517.0150644
,2.134073918,0.008422221,27.62861402
,-3.395601436,0.008422221,6.900278009
AICDA,3.772260198,0.008429922,24.49064557
,2.745864423,0.008429922,52.63339812
GRHL2-DT,2.360644226,0.008453362,43.28082643
FLYWCH2,-1.43135298,0.008453362,1526.035678
CHPF2,-1.176523269,0.008477576,6272.9863
