"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000201164",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000260520",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000261241",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000260019",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000274933",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000167941",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000167916",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000182938",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000280096",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000265555",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000266184",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000267209",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000287719",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000228482",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000286087",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000275285",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000168746",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000180259",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000229900",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000174403",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000280091",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000141946",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000276831",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000238094",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000279440",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000226741",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000249923",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000288555",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000226543",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000287637",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000185433",3.82426463519459,5.14310037376098,2.19321473055514,2.34500539418645,0.0190268043251139,0.0796723203682037
"ENSG00000117472",854.674116932206,5.14227630880471,0.685106958059368,7.50580073419588,6.10542316818994e-14,1.05621480605998e-11
"ENSG00000261538",85.212460717541,5.13784179138962,0.973286246700279,5.27885995390193,1.2999010453568e-07,5.93976084167017e-06
"ENSG00000186676",255.212463859823,5.13537518520374,0.770249405292703,6.66715890971996,2.60802665866533e-11,2.79004090762572e-09
"ENSG00000224413",63.3781976721565,5.12545718408273,1.06038301917295,4.83359040215519,1.34092343150708e-06,4.38993559395961e-05
"ENSG00000288885",63.3781976721565,5.12545718408273,1.06038301917295,4.83359040215519,1.34092343150708e-06,4.38993559395961e-05
"ENSG00000179388",2840.54610134146,5.11947857083466,0.657275578148684,7.78893776223125,6.75748802990081e-15,1.35679041680161e-12
"ENSG00000214553",20.9844264597857,5.11546475648122,1.59404051135501,3.20911841326595,0.00133142646100216,0.0123139575956404
"ENSG00000259964",83.5127875463434,5.10794033285928,0.973401077599724,5.24751867488659,1.541614270098e-07,6.85967860643278e-06
"ENSG00000161082",145.616230340102,5.1025360224698,0.848446121593447,6.01397766175989,1.8102546633233e-09,1.28993303885305e-07
"ENSG00000056487",124.631803880316,5.10036795333152,0.8777639611859,5.81063723149522,6.22354922878458e-09,3.82602779813018e-07
"ENSG00000180287",41.543934626772,5.10036432425146,1.21608242988706,4.1940942479739,2.73964064325383e-05,0.000558046041870978
"ENSG00000264230",186.310328381275,5.09529750579229,0.807726132984675,6.30819939793748,2.8230037518549e-10,2.42237494572324e-08
"ENSG00000124882",62.1034427937583,5.09529524594184,1.06052601026863,4.80449814205992,1.55140141652002e-06,4.97510388166322e-05
"ENSG00000288775",20.5595081669863,5.08509117992507,1.59432990191804,3.18948492015832,0.00142526574902811,0.0130106173940956
"ENSG00000113327",20.5595081669863,5.08509117992507,1.59432990191804,3.18948492015832,0.00142526574902811,0.0130106173940956
"ENSG00000259269",20.5595081669863,5.08509117992507,1.59432990191804,3.18948492015832,0.00142526574902811,0.0130106173940956
"ENSG00000157214",696.473767920737,5.07967549740292,0.691951821770341,7.34108262683189,2.11872951267826e-13,3.37333188309582e-11
"ENSG00000253125",121.65737583072,5.06449094371453,0.877868706360671,5.76907561121536,7.97075380714143e-09,4.81303636185596e-07
"ENSG00000116729",3685.4797835618,5.05441893491366,0.654136173090138,7.7268604655153,1.10231357779034e-14,2.10935207122801e-12
"ENSG00000170324",60.4037696225607,5.05407262743194,1.06072630332704,4.76472829190666,1.89108301393331e-06,5.84371892076631e-05
"ENSG00000253706",20.1345898741869,5.05406435830621,1.59463181799426,3.16942400200145,0.00152741396712842,0.0136735923316906
"ENSG00000279036",20.1345898741869,5.05406435830621,1.59463181799426,3.16942400200145,0.00152741396712842,0.0136735923316906
"ENSG00000254415",20.1345898741869,5.05406435830621,1.59463181799426,3.16942400200145,0.00152741396712842,0.0136735923316906
"ENSG00000125148",3504.85682309953,5.04616903448132,0.654543238012209,7.70945102084639,1.26360104904772e-14,2.38440347954333e-12
"ENSG00000159200",6052.7649647923,5.04233228165241,0.650609794483251,7.75016349954783,9.17743057446881e-15,1.79497351372871e-12
"ENSG00000157150",39.8442614555744,5.03830344304666,1.21647834611091,4.14171239393957,3.44722442228469e-05,0.000672173063821291
"ENSG00000197561",39.8442614555744,5.03830344304666,1.21647834611091,4.14171239393957,3.44722442228469e-05,0.000672173063821291
"ENSG00000148123",59.5539330369619,5.03301103448511,1.06083085296645,4.7444048411781,2.09120254023889e-06,6.3798895462273e-05
"ENSG00000251252",98.9732761997369,5.02876293318534,0.917471825289323,5.48110884124374,4.22668343608978e-08,2.15956256586006e-06
"ENSG00000251600",59.1290147441625,5.02236380169828,1.06088428544579,4.73412969783773,2.19997021632845e-06,6.64704121922397e-05
"ENSG00000099960",59.1290147441625,5.02236380169828,1.06088428544579,4.73412969783773,2.19997021632845e-06,6.64704121922397e-05
"ENSG00000227911",19.7096715813875,5.02235557416029,1.59494709082179,3.14891672774709,0.0016387688503044,0.0144224327447124
"ENSG00000168004",215.531632516864,5.01359601376463,0.780844707899524,6.42073380666333,1.35618997820667e-10,1.23939343770686e-08
"ENSG00000188803",38.9944248699756,5.0062422786862,1.21668959659103,4.11464213445474,3.87780556166697e-05,0.000739613836630717
"ENSG00000178568",662.055386203986,5.00433885774443,0.692002463619694,7.23167780583897,4.77062951279521e-13,6.89525135858226e-11
"ENSG00000244731",3926.53919966915,5.00174684632662,0.653306526580587,7.65604910225804,1.91740438262094e-14,3.55234023778395e-12
"ENSG00000149654",173.562779597293,4.98994457253466,0.807955229057375,6.17601618638737,6.57392503780068e-10,5.21296907812681e-08
"ENSG00000231907",19.2847532885881,4.98993417369856,1.59527662685689,3.12794288444508,0.00176034385645736,0.0151530313272801
"ENSG00000113924",230.567202877458,4.98446970318791,0.770504470996496,6.46909900047884,9.85889908832106e-11,9.23767512507765e-09
"ENSG00000147041",114.43376485313,4.97345593529397,0.878146418055454,5.66358392294882,1.48243615334644e-08,8.43891273383347e-07
"ENSG00000187140",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000285041",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000226126",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000261055",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000234984",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000187080",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000279401",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000227860",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000231605",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000230411",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000143278",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000118733",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000277513",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000198703",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000197591",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000196734",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000287661",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000228058",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000224661",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000232451",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000231204",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000233587",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000233971",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000144227",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000279218",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000237524",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000224852",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000286879",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000177519",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000213236",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000228100",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000234521",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000282944",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000123977",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000231031",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000235414",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000244301",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000224568",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000289205",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000213962",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000233459",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000229243",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000235670",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000227339",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000241131",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000114771",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000239205",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000213519",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000205835",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000287669",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000173769",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000243818",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000287045",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000174343",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000251410",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000251339",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000248847",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000250293",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000151475",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000170180",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000287144",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000249269",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000250372",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000248210",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000248229",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000205649",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000113100",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000249100",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000248464",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000250420",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000145879",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000251553",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000280068",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000250346",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000251032",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000196800",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000236909",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000233859",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000217139",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000285691",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000184530",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000198670",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000135346",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000204613",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000112337",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000230174",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000284615",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000204687",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000218016",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000220758",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000285244",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000228432",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000232841",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000285960",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000284839",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000231427",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000228928",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000230356",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000271117",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000106648",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000279043",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000219445",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000154415",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000284572",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000183470",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000274970",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000270694",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000270182",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000198822",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000164651",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000214031",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000233007",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000286060",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000237833",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000280223",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000185903",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000231388",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000224109",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000120289",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000171054",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000206844",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000253774",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000228984",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000213791",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000251218",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000253679",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000078579",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000225893",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000280683",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000273999",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000233262",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000187003",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000265973",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000249867",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000287538",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000254589",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000254562",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000255213",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000254746",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000261645",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000240652",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000279711",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000238880",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000180919",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000224795",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000166787",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000181950",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000254684",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000171944",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000172208",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000172489",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000234170",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000279575",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000261683",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000232109",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000285958",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000236373",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000279910",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000287732",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
"ENSG00000280446",3.39934634239519,4.97317604894282,2.19979504864786,2.26074517805632,0.0237750411333671,0.0909561574577537
